Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2016,W,APSC,256, ,102,"NUM METHOD ANLYS","Elnaggar, Ayman",148,78.43,11.9,99,24,146,1,1,0,0,0,0,1,0,0,1,3,6,8,8,8,18,16,23,29,27
UBCO,2016,W,APSC,256, ,OVERALL,"NUM METHOD ANLYS"," ",257,77.09,11.65,99,24,250,3,4,0,0,0,0,2,0,1,3,3,10,13,19,21,31,33,38,47,35
UBCO,2016,W,APSC,258, ,201,"APPS ENG DESIGN","Crawford, Bryn",279,78.18,9.34,96,47,268,11,0,0,0,0,0,0,0,11,11,0,0,2,12,20,37,64,65,45,23
UBCO,2016,W,APSC,258, ,OVERALL,"APPS ENG DESIGN"," ",279,78.18,9.34,96,47,268,11,0,0,0,0,0,0,0,11,11,0,0,2,12,20,37,64,65,45,23
UBCO,2016,W,APSC,259, ,201,"MATRLS SCIENCE I","Kim, Keekyoung",152,77.04,8.47,93,25,148,2,2,0,0,0,0,1,0,1,2,0,2,6,7,9,24,42,36,17,5
UBCO,2016,W,APSC,259, ,202,"MATRLS SCIENCE I","Hedayati Dezfuli, Farshad",118,75.54,12.64,97,0,115,3,0,0,0,1,0,1,0,1,3,1,6,4,4,14,16,26,18,16,10
UBCO,2016,W,APSC,259, ,OVERALL,"MATRLS SCIENCE I"," ",272,76.38,10.52,97,0,263,5,4,0,0,1,0,2,0,2,5,1,8,10,11,23,40,68,54,33,15
UBCO,2016,W,APSC,260, ,201,"MECH OF MTRLS I","Brinkerhoff, Joshua",158,69.72,11.18,93,23,151,5,1,0,1,0,0,1,1,3,5,6,12,19,22,22,23,13,21,9,4
UBCO,2016,W,APSC,260, ,202,"MECH OF MTRLS I","Liu, Jian",114,63.91,13.07,93,0,105,8,0,0,1,1,1,0,2,4,8,15,7,18,15,16,20,6,4,3,1
UBCO,2016,W,APSC,260, ,OVERALL,"MECH OF MTRLS I"," ",273,67.28,12.33,93,0,256,13,2,0,2,1,1,1,3,7,13,21,19,37,37,38,43,19,25,12,5
UBCO,2016,W,APSC,261, ,001,"THRY OF STRCTR","Rteil, Ahmad",79,65.99,22.08,100,16,57,21,0,0,1,0,3,3,4,11,21,2,1,4,6,6,6,7,6,8,11
UBCO,2016,W,APSC,261, ,OVERALL,"THRY OF STRCTR"," ",79,65.99,22.08,100,16,57,21,0,0,1,0,3,3,4,11,21,2,1,4,6,6,6,7,6,8,11
UBCO,2016,W,APSC,262, ,001,"DGTL LGC DESIGN","Elnaggar, Ayman",74,77.12,12.57,100,43,72,2,0,0,0,0,0,0,0,2,2,1,4,5,6,6,6,6,13,12,13
UBCO,2016,W,APSC,262, ,OVERALL,"DGTL LGC DESIGN"," ",74,77.12,12.57,100,43,72,2,0,0,0,0,0,0,0,2,2,1,4,5,6,6,6,6,13,12,13
UBCO,2016,W,APSC,310, ,OVERALL,"CO-OP III"," ",4,,,,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBCO,2016,W,APSC,411, ,OVERALL,"CO-OP V"," ",6,,,,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
