Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,Pass,Fail,Withdrew,Audit,Other,0-9,"10-19",20-29,30-39,40-49,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCO,2016,W,CHEM,336, ,OVERALL,"GREEN INORG CHEM"," ",13,70.38,11.43,96,55,13,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,1,0,1,1
UBCO,2016,W,CHEM,338, ,001,"ORGANOMET CHEM","Smith, Kevin Michael",21,74.33,10.38,91,56,21,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,2,1,2,3
UBCO,2016,W,CHEM,338, ,OVERALL,"ORGANOMET CHEM"," ",21,74.33,10.38,91,56,21,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,2,1,2,3
UBCO,2016,W,CHEM,422,D,001,"SPEC TOPICS CHEM","Menard, Frederic",5,84.67,13.32,96,70,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
UBCO,2016,W,CHEM,422, ,OVERALL,"SPEC TOPICS CHEM"," ",17,81.13,10.13,96,60,15,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,3,3
UBCO,2016,W,CHEM,422,X,001,"SPEC TOPICS CHEM","Li, Isaac",8,78.25,9.71,95,60,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,1
UBCO,2016,W,CHEM,422, ,OVERALL,"SPEC TOPICS CHEM"," ",17,81.13,10.13,96,60,15,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,3,3
UBCO,2016,W,CHEM,422,Y,001,"SPEC TOPICS CHEM","Zandberg, Wesley",4,84.25,9.64,91,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
UBCO,2016,W,CHEM,422, ,OVERALL,"SPEC TOPICS CHEM"," ",17,81.13,10.13,96,60,15,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,3,3
UBCO,2016,W,CHEM,434, ,001,"CHROM MSS SPECTR","Yeboah, Faustinus",17,71.71,14,92,43,15,2,0,0,0,0,0,0,0,2,2,0,1,0,4,1,1,1,5,1,1
UBCO,2016,W,CHEM,434, ,OVERALL,"CHROM MSS SPECTR"," ",17,71.71,14,92,43,15,2,0,0,0,0,0,0,0,2,2,0,1,0,4,1,1,1,5,1,1
UBCO,2016,W,CHEM,449, ,OVERALL,"HON THESIS CHEM"," ",12,87.83,5.34,95,80,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
UBCO,2016,W,CHEM,461, ,001,"ADV ANLYTIC CHEM","Zandberg, Wesley",18,84.72,6.66,93,73,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7
UBCO,2016,W,CHEM,461, ,OVERALL,"ADV ANLYTIC CHEM"," ",18,84.72,6.66,93,73,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7
UBCO,2016,W,CHEM,462, ,001,"ADV INORGNC CHEM","Bailey, James",13,82.92,7.83,93,64,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4,2
UBCO,2016,W,CHEM,462, ,OVERALL,"ADV INORGNC CHEM"," ",13,82.92,7.83,93,64,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4,2
UBCO,2016,W,CHEM,463, ,001,"ADV ORGANIC CHEM","Neeland, Edward",13,74.92,11.93,94,58,13,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,1,1,2,2
UBCO,2016,W,CHEM,463, ,OVERALL,"ADV ORGANIC CHEM"," ",13,74.92,11.93,94,58,13,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,1,1,2,2
UBCO,2016,W,CHEM,464, ,001,"ADV PHYS & BIOPH","Bailey, James",11,85.18,4,91,79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1
UBCO,2016,W,CHEM,464, ,OVERALL,"ADV PHYS & BIOPH"," ",11,85.18,4,91,79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1
UBCO,2016,W,CHEM,507, ,OVERALL,"TPCS PHYS CHEM"," ",5,72,25.8,91,31,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2
UBCO,2016,W,CHEM,507,X,001,"TPCS PHYS CHEM","Li, Isaac",4,68.5,28.38,91,31,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2
UBCO,2016,W,CHEM,507, ,OVERALL,"TPCS PHYS CHEM"," ",5,72,25.8,91,31,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2
UBCO,2016,W,CHEM,540, ,201,"GRAD SEMNR CHEM","Shipley, Paul",4,94.25,4.57,99,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
UBCO,2016,W,CHEM,540, ,OVERALL,"GRAD SEMNR CHEM"," ",4,94.25,4.57,99,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
UBCO,2016,W,CHEM,549, ,201,"M.SC. THESIS","Shipley, Paul",7,,,,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBCO,2016,W,CHEM,549, ,OVERALL,"M.SC. THESIS"," ",8,,,,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBCO,2016,W,CHEM,568, ,OVERALL,"TPCS INORG CHEM"," ",4,88.25,3.5,90,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
UBCO,2016,W,CHEM,568, ,OVERALL,"TPCS INORG CHEM"," ",4,88.25,3.5,90,83,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
UBCO,2016,W,CHEM,649, ,201,"PH.D. THESIS","Shipley, Paul",5,,,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBCO,2016,W,CHEM,649, ,OVERALL,"PH.D. THESIS"," ",5,,,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
